,ID,Name,Age,Photo,Nationality,Club,Club Logo,Value,Wage,Special,Preferred Foot,
1813,209781,P. Capelle,31,https://cdn.sofifa.org/players/4/19/209781.png,France,Angers SCO,https://cdn.sofifa.org/teams/2/light/1530.png,€4.4M,€20K,2089,Left,
1814,230005,T. Davies,20,https://cdn.sofifa.org/players/4/19/230005.png,England,Everton,https://cdn.sofifa.org/teams/2/light/7.png,€10M,€54K,1927,Right,
1815,177525,N. Dirar,32,https://cdn.sofifa.org/players/4/19/177525.png,Morocco,Fenerbahçe SK,https://cdn.sofifa.org/teams/2/light/326.png,€5M,€53K,1945,Right,
1816,198006,J. Toornstra,29,https://cdn.sofifa.org/players/4/19/198006.png,Netherlands,Feyenoord,https://cdn.sofifa.org/teams/2/light/246.png,€6.5M,€14K,2008,Right,
1817,207734,Paulinho,23,https://cdn.sofifa.org/players/4/19/207734.png,Brazil,Portimonense SC,https://cdn.sofifa.org/teams/2/light/10031.png,€9.5M,€9K,1797,Left,
1818,209782,S. Larsson,25,https://cdn.sofifa.org/players/4/19/209782.png,Sweden,Feyenoord,https://cdn.sofifa.org/teams/2/light/246.png,€8M,€14K,1871,Right,
1819,225144,P. Tau,24,https://cdn.sofifa.org/players/4/19/225144.png,South Africa,https://cdn.sofifa.org/flags/140.png,€0.00,€0.00,1837,Right,
1820,236920,J. Kluivert,19,https://cdn.sofifa.org/players/4/19/236920.png,Netherlands,Roma,https://cdn.sofifa.org/teams/2/light/52.png,€11M,€28K,1877,Right,
1821,171896,H. Ayala,31,https://cdn.sofifa.org/players/4/19/171896.png,Mexico,Tigres U.A.N.L.,https://cdn.sofifa.org/teams/2/light/1970.png,€4.5M,€42K,1777,Right,
1822,231545,Miguel Silva,23,https://cdn.sofifa.org/players/4/19/231545.png,Portugal,Vitória Guimarães,https://cdn.sofifa.org/teams/2/light/1887.png,€6.5M,€7K,1043,Right,
1823,213114,D. Rolán,25,https://cdn.sofifa.org/players/4/19/213114.png,Uruguay,CD Leganés,https://cdn.sofifa.org/teams/2/light/100888.png,€8.5M,€11K,1918,Right,
1824,222331,L. Klostermann,22,https://cdn.sofifa.org/players/4/19/222331.png,Germany,RB Leipzig,https://cdn.sofifa.org/teams/2/light/112172.png,€8M,€32K,1754,Right,
1825,225659,G. Rodríguez,23,https://cdn.sofifa.org/players/4/19/225659.png,Argentina,Club América,https://cdn.sofifa.org/teams/2/light/1879.png,€7.5M,€41K,1783,Right,
1826,222077,M. Locatelli,20,https://cdn.sofifa.org/players/4/19/222077.png,Italy,Sassuolo,https://cdn.sofifa.org/teams/2/light/111974.png,€8.5M,€43K,1957,Right,
1827,189053,F. Caputo,30,https://cdn.sofifa.org/players/4/19/189053.png,Italy,Empoli,https://cdn.sofifa.org/teams/2/light/1746.png,€6.5M,€16K,1825,Right,
1828,221310,A. Roa,25,https://cdn.sofifa.org/players/4/19/221310.png,Colombia,Club Atlético Huracán,https://cdn.sofifa.org/teams/2/light/111711.png,€8.5M,€4K,1867,Right,
1829,194174,Keko,26,https://cdn.sofifa.org/players/4/19/194174.png,Spain,Real Valladolid CF,https://cdn.sofifa.org/teams/2/light/462.png,€8M,€11K,1903,Right,
1830,200831,A. El Khayati,29,https://cdn.sofifa.org/players/4/19/200831.png,Netherlands,ADO Den Haag,https://cdn.sofifa.org/teams/2/light/650.png,€6.5M,€11K,1914,Right,
1831,210047,F. Schär,26,https://cdn.sofifa.org/players/4/19/210047.png,Switzerland,Newcastle United,https://cdn.sofifa.org/teams/2/light/13.png,€7.5M,€38K,1986,Right,
1832,238463,A. Haidara,20,https://cdn.sofifa.org/players/4/19/238463.png,Mali,FC Red Bull Salzburg,https://cdn.sofifa.org/teams/2/light/191.png,€10M,€24K,2012,Right,
1833,219777,Chema Rodríguez,26,https://cdn.sofifa.org/players/4/19/219777.png,Spain,Levante UD,https://cdn.sofifa.org/teams/2/light/1853.png,€7M,€20K,1837,Left,
1834,170369,G. dos Santos,29,https://cdn.sofifa.org/players/4/19/170369.png,Mexico,LA Galaxy,https://cdn.sofifa.org/teams/2/light/697.png,€6.5M,€10K,1877,Left,
1835,202882,T. Bifouma,26,https://cdn.sofifa.org/players/4/19/202882.png,Congo,MKE Ankaragücü,https://cdn.sofifa.org/teams/2/light/101007.png,€8M,€21K,1842,Right,
1836,230274,Dani Rochelinhas,26,https://cdn.sofifa.org/players/4/19/230274.png,Brazil,Chapecoense,https://cdn.sofifa.org/teams/2/light/112476.png,€7M,€17K,1815,Left,
1837,202115,M. Ostrzolek,28,https://cdn.sofifa.org/players/4/19/202115.png,Germany,Hannover 96,https://cdn.sofifa.org/teams/2/light/485.png,€5.5M,€29K,1913,Left,
1838,217731,Sandro,22,https://cdn.sofifa.org/players/4/19/217731.png,Spain,Real Sociedad,https://cdn.sofifa.org/teams/2/light/457.png,€9.5M,€69K,1858,Right,
1839,178051,L. Deaux,29,https://cdn.sofifa.org/players/4/19/178051.png,France,En Avant de Guingamp,https://cdn.sofifa.org/teams/2/light/62.png,€5M,€21K,1838,Right,
1840,194947,J. Vuković,30,https://cdn.sofifa.org/players/4/19/194947.png,Serbia,Olympiacos CFP,https://cdn.sofifa.org/teams/2/light/280.png,€4.9M,€1K,1662,Left,
1841,132740,J. Hansen,33,https://cdn.sofifa.org/players/4/19/132740.png,Denmark,FC Midtjylland,https://cdn.sofifa.org/teams/2/light/1516.png,€3.4M,€16K,1284,Right,
1842,216452,Gonçalo Paciência,23,https://cdn.sofifa.org/players/4/19/216452.png,Portugal,Eintracht Frankfurt,https://cdn.sofifa.org/teams/2/light/1824.png,€9.5M,€29K,1799,Right,
1843,229764,Córdoba,21,https://cdn.sofifa.org/players/4/19/229764.png,Spain,Athletic Club de Bilbao,https://cdn.sofifa.org/teams/2/light/448.png,€10M,€18K,1927,Left,
1844,190854,P. Pekarík,31,https://cdn.sofifa.org/players/4/19/190854.png,Slovakia,Hertha BSC,https://cdn.sofifa.org/teams/2/light/166.png,€4.4M,€23K,1815,Right,
1845,198023,Ximo Navarro,28,https://cdn.sofifa.org/players/4/19/198023.png,Spain,Deportivo Alavés,https://cdn.sofifa.org/teams/2/light/463.png,€5.5M,€21K,1897,Right,
1846,179591,Pablo Hernández,33,https://cdn.sofifa.org/players/4/19/179591.png,Spain,Leeds United,https://cdn.sofifa.org/teams/2/light/8.png,€4M,€40K,1945,Right,
1847,192904,G. Kashia,30,https://cdn.sofifa.org/players/4/19/192904.png,Georgia,San Jose Earthquakes,https://cdn.sofifa.org/teams/2/light/111928.png,€4.9M,€8K,1646,Right,
1848,165769,Cássio,37,https://cdn.sofifa.org/players/4/19/165769.png,Brazil,Al Taawoun,https://cdn.sofifa.org/teams/2/light/112393.png,€450K,€10K,1165,Right,
1849,172425,S. Bamba,33,https://cdn.sofifa.org/players/4/19/172425.png,Ivory Coast,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,€2.7M,€38K,1444,Right,
1850,176009,S. Kums,30,https://cdn.sofifa.org/players/4/19/176009.png,Belgium,RSC Anderlecht,https://cdn.sofifa.org/teams/2/light/229.png,€6M,€19K,2025,Right,
1851,224394,Fábio Martins,24,https://cdn.sofifa.org/players/4/19/224394.png,Portugal,SC Braga,https://cdn.sofifa.org/teams/2/light/1896.png,€8.5M,€12K,1985,Right,
1852,188042,M. Suárez,30,https://cdn.sofifa.org/players/4/19/188042.png,Argentina,Belgrano de Córdoba,https://cdn.sofifa.org/teams/2/light/111022.png,€6.5M,€15K,1781,Right,
1853,209547,S. Mitrović,28,https://cdn.sofifa.org/players/4/19/209547.png,Serbia,RC Strasbourg Alsace,https://cdn.sofifa.org/teams/2/light/76.png,€6M,€18K,1566,Right,
1854,164491,D. Aogo,31,https://cdn.sofifa.org/players/4/19/164491.png,Germany,VfB Stuttgart,https://cdn.sofifa.org/teams/2/light/36.png,€4.5M,€28K,2039,Left,
1855,210828,B. Engels,23,https://cdn.sofifa.org/players/4/19/210828.png,Belgium,Stade de Reims,https://cdn.sofifa.org/teams/2/light/379.png,€8M,€14K,1666,Right,
1856,213388,F. Tait,25,https://cdn.sofifa.org/players/4/19/213388.png,France,Angers SCO,https://cdn.sofifa.org/teams/2/light/1530.png,€8.5M,€23K,1823,Right,
1857,238476,D. Zagadou,19,https://cdn.sofifa.org/players/4/19/238476.png,France,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,€9M,€16K,1559,Left,
1858,188556,M. Diamé,31,https://cdn.sofifa.org/players/4/19/188556.png,Senegal,Newcastle United,https://cdn.sofifa.org/teams/2/light/13.png,€5.5M,€42K,2036,Right,
1859,205966,A. Younes,24,https://cdn.sofifa.org/players/4/19/205966.png,Germany,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€8M,€47K,1820,Right,
1860,210831,B. Verstraete,24,https://cdn.sofifa.org/players/4/19/210831.png,Belgium,KAA Gent,https://cdn.sofifa.org/teams/2/light/674.png,€7.5M,€16K,2027,Right,
1861,211856,K. Akpoguma,23,https://cdn.sofifa.org/players/4/19/211856.png,Germany,TSG 1899 Hoffenheim,https://cdn.sofifa.org/teams/2/light/10029.png,€8M,€24K,1709,Right,
1862,219792,B. Santamaria,23,https://cdn.sofifa.org/players/4/19/219792.png,France,Angers SCO,https://cdn.sofifa.org/teams/2/light/1530.png,€7.5M,€17K,1890,Right,
1863,46736,E. Moretti,37,https://cdn.sofifa.org/players/4/19/46736.png,Italy,Torino,https://cdn.sofifa.org/teams/2/light/54.png,€900K,€24K,1573,Left,
1864,193425,H. Behrens,28,https://cdn.sofifa.org/players/4/19/193425.png,Germany,1. FC Nürnberg,https://cdn.sofifa.org/teams/2/light/171.png,€6.5M,€24K,2014,Right,
1865,215698,M. Maignan,22,https://cdn.sofifa.org/players/4/19/215698.png,France,LOSC Lille,https://cdn.sofifa.org/teams/2/light/65.png,€7.5M,€18K,1207,Right,
1866,231826,Y. Karamoh,19,https://cdn.sofifa.org/players/4/19/231826.png,France,FC Girondins de Bordeaux,https://cdn.sofifa.org/teams/2/light/59.png,€10.5M,€24K,1800,Right,
1867,192146,V. Ignatiev,31,https://cdn.sofifa.org/players/4/19/192146.png,Russia,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,€4.4M,€1K,2019,Right,
1868,208787,A. Thomasson,24,https://cdn.sofifa.org/players/4/19/208787.png,France,RC Strasbourg Alsace,https://cdn.sofifa.org/teams/2/light/76.png,€8M,€16K,1973,Right,
1869,212883,D. Amartey,23,https://cdn.sofifa.org/players/4/19/212883.png,Ghana,Leicester City,https://cdn.sofifa.org/teams/2/light/95.png,€7M,€43K,1948,Right,
1870,152211,R. Özcan,34,https://cdn.sofifa.org/players/4/19/152211.png,Austria,Bayer 04 Leverkusen,https://cdn.sofifa.org/teams/2/light/32.png,€2.7M,€36K,1169,Left,
1871,203668,A. Donnarumma,27,https://cdn.sofifa.org/players/4/19/203668.png,Italy,Brescia,https://cdn.sofifa.org/teams/2/light/190.png,€7M,€6K,1810,Right,
1872,199829,Timor,28,https://cdn.sofifa.org/players/4/19/199829.png,Spain,UD Las Palmas,https://cdn.sofifa.org/teams/2/light/472.png,€5.5M,€11K,1959,Left,
1873,211093,C. McGregor,25,https://cdn.sofifa.org/players/4/19/211093.png,Scotland,Celtic,https://cdn.sofifa.org/teams/2/light/78.png,€8.5M,€44K,1999,Left,
1874,219797,R. Martínez,24,https://cdn.sofifa.org/players/4/19/219797.png,Colombia,Club América,https://cdn.sofifa.org/teams/2/light/1879.png,€9.5M,€50K,1821,Right,
1875,244373,V. Buyalskyi,25,https://cdn.sofifa.org/players/4/19/244373.png,Ukraine,Dynamo Kyiv,https://cdn.sofifa.org/teams/2/light/101047.png,€8.5M,€1K,1888,Right,
1876,184469,H. Arter,28,https://cdn.sofifa.org/players/4/19/184469.png,Republic of Ireland,Cardiff City,https://cdn.sofifa.org/teams/2/light/1961.png,€6.5M,€55K,1991,Left,
1877,208534,A. Mawson,24,https://cdn.sofifa.org/players/4/19/208534.png,England,Fulham,https://cdn.sofifa.org/teams/2/light/144.png,€9M,€38K,1586,Right,
1878,227222,F. Guilbert,23,https://cdn.sofifa.org/players/4/19/227222.png,France,Stade Malherbe Caen,https://cdn.sofifa.org/teams/2/light/210.png,€9M,€17K,1862,Right,
1879,229270,M. Lemos,22,https://cdn.sofifa.org/players/4/19/229270.png,Uruguay,Sassuolo,https://cdn.sofifa.org/teams/2/light/111974.png,€7.5M,€9K,1819,Right,
1880,202135,S. Sturaro,25,https://cdn.sofifa.org/players/4/19/202135.png,Italy,Sporting CP,https://cdn.sofifa.org/teams/2/light/237.png,€8M,€71K,2093,Right,
1881,208535,A. Duncan,25,https://cdn.sofifa.org/players/4/19/208535.png,Ghana,Sassuolo,https://cdn.sofifa.org/teams/2/light/111974.png,€8.5M,€42K,2023,Left,
1882,215703,Marlon,22,https://cdn.sofifa.org/players/4/19/215703.png,Brazil,Sassuolo,https://cdn.sofifa.org/teams/2/light/111974.png,€8M,€34K,1770,Right,
1883,187800,M. Isla,30,https://cdn.sofifa.org/players/4/19/187800.png,Chile,Fenerbahçe SK,https://cdn.sofifa.org/teams/2/light/326.png,€4.8M,€48K,2020,Right,
1884,225945,Thiago Maia,21,https://cdn.sofifa.org/players/4/19/225945.png,Brazil,LOSC Lille,https://cdn.sofifa.org/teams/2/light/65.png,€8M,€19K,1928,Left,
1885,230042,Y. Aït Bennasser,21,https://cdn.sofifa.org/players/4/19/230042.png,Morocco,AS Monaco,https://cdn.sofifa.org/teams/2/light/69.png,€10M,€39K,1933,Right,
1886,176794,O. Toivonen,31,https://cdn.sofifa.org/players/4/19/176794.png,Sweden,Melbourne Victory,https://cdn.sofifa.org/teams/2/light/111397.png,€6M,€11K,1889,Right,
1887,189338,J. Urretaviscaya,28,https://cdn.sofifa.org/players/4/19/189338.png,Uruguay,Monterrey,https://cdn.sofifa.org/teams/2/light/1032.png,€6.5M,€46K,1875,Right,
1888,237211,Yuri Ribeiro,21,https://cdn.sofifa.org/players/4/19/237211.png,Portugal,SL Benfica,https://cdn.sofifa.org/teams/2/light/234.png,€7.5M,€8K,1949,Left,
1889,194203,N. Tomović,30,https://cdn.sofifa.org/players/4/19/194203.png,Serbia,Chievo Verona,https://cdn.sofifa.org/teams/2/light/192.png,€4.9M,€15K,1763,Right,
1890,183966,F. Roncaglia,31,https://cdn.sofifa.org/players/4/19/183966.png,Argentina,RC Celta,https://cdn.sofifa.org/teams/2/light/450.png,€4.5M,€20K,1893,Right,
1891,215199,R. Botta,28,https://cdn.sofifa.org/players/4/19/215199.png,Argentina,San Lorenzo de Almagro,https://cdn.sofifa.org/teams/2/light/1013.png,€6.5M,€21K,1838,Left,
1892,225439,R. Mandragora,21,https://cdn.sofifa.org/players/4/19/225439.png,Italy,Udinese,https://cdn.sofifa.org/teams/2/light/55.png,€10.5M,€18K,1980,Left,
1893,186783,A. Adomah,30,https://cdn.sofifa.org/players/4/19/186783.png,Ghana,Aston Villa,https://cdn.sofifa.org/teams/2/light/2.png,€6.5M,€20K,1853,Right,
1894,235424,D. Samassékou,22,https://cdn.sofifa.org/players/4/19/235424.png,Mali,FC Red Bull Salzburg,https://cdn.sofifa.org/teams/2/light/191.png,€9.5M,€26K,1883,Right,
1895,191648,M. Yoshida,29,https://cdn.sofifa.org/players/4/19/191648.png,Japan,Southampton,https://cdn.sofifa.org/teams/2/light/17.png,€5M,€40K,1713,Right,
1896,193440,N. Viergever,28,https://cdn.sofifa.org/players/4/19/193440.png,Netherlands,PSV,https://cdn.sofifa.org/teams/2/light/247.png,€5.5M,€15K,1837,Left,
1897,198817,R. Amalfitano,28,https://cdn.sofifa.org/players/4/19/198817.png,France,Dijon FCO,https://cdn.sofifa.org/teams/2/light/110569.png,€6.5M,€15K,1875,Right,
1898,211361,D. Cataldi,23,https://cdn.sofifa.org/players/4/19/211361.png,Italy,Lazio,https://cdn.sofifa.org/teams/2/light/46.png,€8.5M,€35K,1991,Right,
1899,241827,Martín,22,https://cdn.sofifa.org/players/4/19/241827.png,Spain,Deportivo Alavés,https://cdn.sofifa.org/teams/2/light/463.png,€7.5M,€17K,1708,Right,
1900,194979,Tiago Pinto,30,https://cdn.sofifa.org/players/4/19/194979.png,Portugal,MKE Ankaragücü,https://cdn.sofifa.org/teams/2/light/101007.png,€4.8M,€19K,2021,Left,
1901,211108,Fernandinho,25,https://cdn.sofifa.org/players/4/19/211108.png,Brazil,Chongqing Dangdai Lifan FC SWM Team,https://cdn.sofifa.org/teams/2/light/112165.png,€8.5M,€10K,1934,Left,
1902,214692,C. Cueva,26,https://cdn.sofifa.org/players/4/19/214692.png,Peru,https://cdn.sofifa.org/flags/59.png,€0.00,€0.00,1849,Right,
1903,230564,M. Gaćinović,23,https://cdn.sofifa.org/players/4/19/230564.png,Serbia,Eintracht Frankfurt,https://cdn.sofifa.org/teams/2/light/1824.png,€9M,€26K,1961,Right,
1904,232869,G. Shoji,25,https://cdn.sofifa.org/players/4/19/232869.png,Japan,Kashima Antlers,https://cdn.sofifa.org/teams/2/light/101147.png,€7.5M,€11K,1700,Right,
1905,138918,L. Rigoni,33,https://cdn.sofifa.org/players/4/19/138918.png,Italy,Parma,https://cdn.sofifa.org/teams/2/light/50.png,€3.9M,€37K,1974,Right,
1906,205478,M. Krmenčík,25,https://cdn.sofifa.org/players/4/19/205478.png,Czech Republic,Viktoria Plzeň,https://cdn.sofifa.org/teams/2/light/110468.png,€9M,€1K,1737,Right,
1907,216742,M. Mevlja,28,https://cdn.sofifa.org/players/4/19/216742.png,Slovenia,https://cdn.sofifa.org/flags/44.png,€0.00,€0.00,1738,Right,
1908,169638,C. Daniels,31,https://cdn.sofifa.org/players/4/19/169638.png,England,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,€4.4M,€49K,2017,Left,
1909,202151,K. Stafylidis,24,https://cdn.sofifa.org/players/4/19/202151.png,Greece,FC Augsburg,https://cdn.sofifa.org/teams/2/light/100409.png,€7M,€18K,2025,Left,
1910,226215,Sabin Merino,26,https://cdn.sofifa.org/players/4/19/226215.png,Spain,CD Leganés,https://cdn.sofifa.org/teams/2/light/100888.png,€8M,€23K,1899,Right,
1911,202408,A. Flint,28,https://cdn.sofifa.org/players/4/19/202408.png,England,Middlesbrough,https://cdn.sofifa.org/teams/2/light/12.png,€6M,€47K,1548,Right,
1912,235944,Brais Méndez,21,https://cdn.sofifa.org/players/4/19/235944.png,Spain,RC Celta,https://cdn.sofifa.org/teams/2/light/450.png,€10.5M,€16K,1822,Left,
1913,225193,Merino,22,https://cdn.sofifa.org/players/4/19/225193.png,Spain,Real Sociedad,https://cdn.sofifa.org/teams/2/light/457.png,€10M,€22K,1964,Left,
1914,176553,S. Missiroli,32,https://cdn.sofifa.org/players/4/19/176553.png,Italy,SPAL,https://cdn.sofifa.org/teams/2/light/112791.png,€5M,€15K,1928,Right,
1915,202410,Serantes,28,https://cdn.sofifa.org/players/4/19/202410.png,Spain,CD Leganés,https://cdn.sofifa.org/teams/2/light/100888.png,€5.5M,€21K,1272,Right,
1916,229034,V. Guzmán,23,https://cdn.sofifa.org/players/4/19/229034.png,Mexico,Pachuca,https://cdn.sofifa.org/teams/2/light/110147.png,€9M,€24K,2030,Right,
1917,178090,D. Biseswar,30,https://cdn.sofifa.org/players/4/19/178090.png,Netherlands,PAOK,https://cdn.sofifa.org/teams/2/light/393.png,€6.5M,€1K,1835,Right,
1918,214955,E. Mas,29,https://cdn.sofifa.org/players/4/19/214955.png,Argentina,Boca Juniors,https://cdn.sofifa.org/teams/2/light/1877.png,€5M,€21K,2015,Left,
1919,179884,Nuno Pinto,31,https://cdn.sofifa.org/players/4/19/179884.png,Portugal,Vitória de Setúbal,https://cdn.sofifa.org/teams/2/light/665.png,€4.4M,€7K,1978,Left,
1920,216749,Carlos Mané,24,https://cdn.sofifa.org/players/4/19/216749.png,Portugal,Sporting CP,https://cdn.sofifa.org/teams/2/light/237.png,€9M,€11K,1905,Right,
1921,229037,Borja Valle,25,https://cdn.sofifa.org/players/4/19/229037.png,Spain,Deportivo de La Coruña,https://cdn.sofifa.org/teams/2/light/242.png,€8.5M,€11K,1878,Right,
1922,168621,Zeca,29,https://cdn.sofifa.org/players/4/19/168621.png,Greece,FC København,https://cdn.sofifa.org/teams/2/light/819.png,€6.5M,€21K,2027,Right,
1923,189357,C. Toselli,30,https://cdn.sofifa.org/players/4/19/189357.png,Chile,CD Everton de Viña del Mar,https://cdn.sofifa.org/teams/2/light/112584.png,€4.3M,€4K,1325,Right,
1924,200110,M. Bizot,27,https://cdn.sofifa.org/players/4/19/200110.png,Netherlands,AZ Alkmaar,https://cdn.sofifa.org/teams/2/light/1906.png,€5.5M,€11K,1213,Right,
1925,207790,K. Ayhan,23,https://cdn.sofifa.org/players/4/19/207790.png,Turkey,Fortuna Düsseldorf,https://cdn.sofifa.org/teams/2/light/110636.png,€7.5M,€22K,1961,Right,
1926,210862,Ricardo Ferreira,25,https://cdn.sofifa.org/players/4/19/210862.png,Portugal,SC Braga,https://cdn.sofifa.org/teams/2/light/1896.png,€7M,€12K,1541,Right,
1927,183982,N. Roux,30,https://cdn.sofifa.org/players/4/19/183982.png,France,En Avant de Guingamp,https://cdn.sofifa.org/teams/2/light/62.png,€6.5M,€24K,1861,Right,
1928,212911,Hernâni,26,https://cdn.sofifa.org/players/4/19/212911.png,Portugal,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,€7M,€13K,1793,Left,
1929,199601,M. Çağıran,25,https://cdn.sofifa.org/players/4/19/199601.png,Turkey,Çaykur Rizespor,https://cdn.sofifa.org/teams/2/light/101037.png,€7M,€13K,2047,Right,
1930,136113,W. Morgan,34,https://cdn.sofifa.org/players/4/19/136113.png,Jamaica,Leicester City,https://cdn.sofifa.org/teams/2/light/95.png,€2M,€50K,1428,Right,
1931,220337,J. Alonso,25,https://cdn.sofifa.org/players/4/19/220337.png,Paraguay,RC Celta,https://cdn.sofifa.org/teams/2/light/450.png,€7.5M,€25K,1839,Left,
1932,188337,M. Wakaso,27,https://cdn.sofifa.org/players/4/19/188337.png,Ghana,Deportivo Alavés,https://cdn.sofifa.org/teams/2/light/463.png,€7M,€22K,2108,Left,
1933,245682,K. Traoré,26,https://cdn.sofifa.org/players/4/19/245682.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,€0.00,€0.00,1815,Left,
1934,206003,Y. Mvogo,24,https://cdn.sofifa.org/players/4/19/206003.png,Switzerland,RB Leipzig,https://cdn.sofifa.org/teams/2/light/112172.png,€6.5M,€25K,1238,Right,
1935,230323,Kaíquão Castro,34,https://cdn.sofifa.org/players/4/19/230323.png,Brazil,Fluminense,https://cdn.sofifa.org/teams/2/light/567.png,€2.7M,€20K,1113,Right,
1936,245683,K. Fofana,26,https://cdn.sofifa.org/players/4/19/245683.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,€0.00,€0.00,1877,Right,
1937,211124,P. Hurtado,27,https://cdn.sofifa.org/players/4/19/211124.png,Peru,Atiker Konyaspor,https://cdn.sofifa.org/teams/2/light/101033.png,€7M,€18K,1919,Right,
1938,214196,D. Bocanegra,31,https://cdn.sofifa.org/players/4/19/214196.png,Colombia,Atlético Nacional,https://cdn.sofifa.org/teams/2/light/101100.png,€4.4M,€6K,1946,Right,
1939,227508,Melero,24,https://cdn.sofifa.org/players/4/19/227508.png,Spain,SD Huesca,https://cdn.sofifa.org/teams/2/light/110839.png,€8M,€17K,2005,Right,
1940,194996,Borja Bastón,25,https://cdn.sofifa.org/players/4/19/194996.png,Spain,Deportivo Alavés,https://cdn.sofifa.org/teams/2/light/463.png,€8.5M,€29K,1750,Right,
1941,198581,O. Murillo,30,https://cdn.sofifa.org/players/4/19/198581.png,Colombia,Pachuca,https://cdn.sofifa.org/teams/2/light/110147.png,€4.9M,€25K,1643,Left,
1942,202934,O. Onazi,25,https://cdn.sofifa.org/players/4/19/202934.png,Nigeria,Trabzonspor,https://cdn.sofifa.org/teams/2/light/436.png,€7M,€25K,2047,Right,
1943,209846,C. Günter,25,https://cdn.sofifa.org/players/4/19/209846.png,Germany,SC Freiburg,https://cdn.sofifa.org/teams/2/light/25.png,€6.5M,€20K,1893,Left,
1944,211382,I. Amadou,25,https://cdn.sofifa.org/players/4/19/211382.png,France,Sevilla FC,https://cdn.sofifa.org/teams/2/light/481.png,€7.5M,€14K,1831,Right,
1945,222390,Unai López,22,https://cdn.sofifa.org/players/4/19/222390.png,Spain,Athletic Club de Bilbao,https://cdn.sofifa.org/teams/2/light/448.png,€9M,€19K,2002,Right,
1946,225719,K. Iheanacho,21,https://cdn.sofifa.org/players/4/19/225719.png,Nigeria,Leicester City,https://cdn.sofifa.org/teams/2/light/95.png,€10M,€45K,1811,Left,
1947,232119,C. Söyüncü,22,https://cdn.sofifa.org/players/4/19/232119.png,Turkey,Leicester City,https://cdn.sofifa.org/teams/2/light/95.png,€8.5M,€43K,1714,Right,
1948,213689,B. Pearson,23,https://cdn.sofifa.org/players/4/19/213689.png,England,Preston North End,https://cdn.sofifa.org/teams/2/light/1801.png,€8M,€12K,1875,Right,
1949,211899,F. Niederlechner,27,https://cdn.sofifa.org/players/4/19/211899.png,Germany,SC Freiburg,https://cdn.sofifa.org/teams/2/light/25.png,€7M,€25K,1814,Right,
1950,205756,S. Denswil,25,https://cdn.sofifa.org/players/4/19/205756.png,Netherlands,Club Brugge KV,https://cdn.sofifa.org/teams/2/light/231.png,€7M,€19K,1845,Left,
1951,142780,G. Rodríguez,34,https://cdn.sofifa.org/players/4/19/142780.png,Argentina,San Lorenzo de Almagro,https://cdn.sofifa.org/teams/2/light/1013.png,€2M,€18K,1777,Right,
1952,161468,P. Guiñazú,39,https://cdn.sofifa.org/players/4/19/161468.png,Argentina,Club Atlético Talleres,https://cdn.sofifa.org/teams/2/light/112670.png,€450K,€10K,1876,Left,
1953,220093,H. Hateboer,24,https://cdn.sofifa.org/players/4/19/220093.png,Netherlands,Atalanta,https://cdn.sofifa.org/teams/2/light/39.png,€9M,€22K,1933,Right,
1954,215998,I. Fernández,28,https://cdn.sofifa.org/players/4/19/215998.png,Argentina,River Plate,https://cdn.sofifa.org/teams/2/light/1876.png,€6.5M,€23K,1971,Left,
1955,231102,L. Blas,20,https://cdn.sofifa.org/players/4/19/231102.png,France,En Avant de Guingamp,https://cdn.sofifa.org/teams/2/light/62.png,€10.5M,€16K,1938,Left,
1956,235454,M. Sarr,19,https://cdn.sofifa.org/players/4/19/235454.png,France,OGC Nice,https://cdn.sofifa.org/teams/2/light/72.png,€8.5M,€11K,1876,Left,
1957,146111,Mikel Rico,33,https://cdn.sofifa.org/players/4/19/146111.png,Spain,Athletic Club de Bilbao,https://cdn.sofifa.org/teams/2/light/448.png,€3.9M,€21K,1944,Right,
1958,234943,F. Neuhaus,21,https://cdn.sofifa.org/players/4/19/234943.png,Germany,Borussia Mönchengladbach,https://cdn.sofifa.org/teams/2/light/23.png,€10.5M,€19K,1892,Right,
1959,124607,S. İnan,33,https://cdn.sofifa.org/players/4/19/124607.png,Turkey,Galatasaray SK,https://cdn.sofifa.org/teams/2/light/325.png,€3.9M,€47K,1984,Right,
1960,149184,C. Maggio,36,https://cdn.sofifa.org/players/4/19/149184.png,Italy,Benevento,https://cdn.sofifa.org/teams/2/light/112026.png,€775K,€4K,2055,Right,
1961,196801,Mexer,29,https://cdn.sofifa.org/players/4/19/196801.png,Mozambique,Stade Rennais FC,https://cdn.sofifa.org/teams/2/light/74.png,€5M,€28K,1762,Right,
1962,149185,F. Magnanelli,33,https://cdn.sofifa.org/players/4/19/149185.png,Italy,Sassuolo,https://cdn.sofifa.org/teams/2/light/111974.png,€2.7M,€40K,1896,Right,
